humidity,weather,device_id,created_at,switch_id,updated_at,id,status,days,is_motion,light_intensity,time_minutes,temperature
63.7542,2,1,5/6/2020 12:00,1,,71677,FALSE,3,TRUE,19.1667,720,31.675
52.2167,2,1,5/6/2020 12:01,1,,71679,FALSE,3,TRUE,22.4653,721,28.5958
52.4759,2,1,5/6/2020 12:02,1,,71681,FALSE,3,TRUE,22.5,722,28.5448
52.4409,2,1,5/6/2020 12:03,1,,71683,FALSE,3,FALSE,22.5,723,28.4955
52.7208,2,1,5/6/2020 12:04,1,,71685,FALSE,3,TRUE,22.4653,724,28.4208
52.7222,2,1,5/6/2020 12:05,1,,71687,FALSE,3,TRUE,22.284,725,28.4
52.775,2,1,5/6/2020 12:06,1,,71689,FALSE,3,FALSE,22.5,726,28.4
52.5913,2,1,5/6/2020 12:07,1,,71691,FALSE,3,TRUE,22.5,727,28.3696
52.75,2,1,5/6/2020 12:08,1,,71693,FALSE,3,TRUE,22.4537,728,28.3
52.8133,2,1,5/6/2020 12:09,1,,71695,FALSE,3,TRUE,22.3056,729,28.2967
52.7208,2,1,5/6/2020 12:10,1,,71697,FALSE,3,TRUE,22.4653,730,28.3042
52.572,2,1,5/6/2020 12:12,1,,71699,FALSE,3,TRUE,22.5,732,28.3
52.4345,2,1,5/6/2020 12:13,1,,71701,FALSE,3,TRUE,22.5,733,28.3345
52.5261,2,1,5/6/2020 12:14,1,,71703,FALSE,3,TRUE,22.4638,734,28.3478
52.5185,2,1,5/6/2020 12:15,1,,71705,FALSE,3,TRUE,22.5,735,28.3333
52.4579,2,1,5/6/2020 12:16,1,,71707,FALSE,3,TRUE,22.5439,736,28.3
52.3704,2,1,5/6/2020 12:17,1,,71709,FALSE,3,TRUE,22.5617,737,28.3
52.2208,2,1,5/6/2020 12:18,1,,71711,FALSE,3,FALSE,22.5,738,28.3
51.9667,2,1,5/6/2020 12:20,1,,71713,FALSE,3,FALSE,22.5,740,28.3
51.6483,2,1,5/6/2020 12:21,1,,71715,FALSE,3,TRUE,22.5,741,28.3
51.488,2,1,5/6/2020 12:22,1,,71717,FALSE,3,TRUE,22.3667,742,28.3
51.3522,2,1,5/6/2020 12:23,1,,71719,FALSE,3,TRUE,22.5,743,28.3
51.2375,2,1,5/6/2020 12:24,1,,71721,FALSE,3,TRUE,22.0486,744,28.2833
51.425,2,1,5/6/2020 12:25,1,,71723,FALSE,3,TRUE,20.9821,745,28.3536
51.648,2,1,5/6/2020 12:26,1,,71725,FALSE,3,TRUE,21.6667,746,28.384
51.1556,2,1,5/6/2020 12:27,1,,71727,FALSE,3,TRUE,22.2222,747,28.4037
50.8652,2,1,5/6/2020 12:28,1,,71729,FALSE,3,TRUE,22.5,748,28.4
50.824,2,1,5/6/2020 12:29,1,,71731,FALSE,3,TRUE,22.5,749,28.4
50.7667,2,1,5/6/2020 12:30,1,,71733,FALSE,3,FALSE,22.6984,750,28.4
51.1556,2,1,5/6/2020 12:31,1,,71735,FALSE,3,TRUE,22.7469,751,28.3963
51.5667,2,1,5/6/2020 12:32,1,,71737,FALSE,3,TRUE,22.5,752,28.4
51.232,2,1,5/6/2020 12:33,1,,71739,FALSE,3,TRUE,23.3333,753,28.404
50.5538,2,1,5/6/2020 12:34,1,,71741,FALSE,3,FALSE,22.5321,754,28.5269
49.82,2,1,5/6/2020 12:35,1,,71743,FALSE,3,TRUE,22.5667,755,28.652
49.35,2,1,5/6/2020 12:36,1,,71745,FALSE,3,TRUE,22.5,756,28.7462
48.8042,2,1,5/6/2020 12:37,1,,71747,FALSE,3,TRUE,22.5,757,28.85
48.2071,2,1,5/6/2020 12:38,1,,71749,FALSE,3,TRUE,22.5,758,28.9179
47.712,2,1,5/6/2020 12:39,1,,71751,FALSE,3,TRUE,22.5,759,28.98
47.41,2,1,5/6/2020 12:40,1,,71753,FALSE,3,TRUE,22.5,760,29
47.0885,2,1,5/6/2020 12:41,1,,71755,FALSE,3,TRUE,22.5,761,29.0654
46.7435,2,1,5/6/2020 12:42,1,,71757,FALSE,3,FALSE,22.5,762,29.1217
46.4958,2,1,5/6/2020 12:43,1,,71759,FALSE,3,TRUE,22.5,763,29.1875
46.3167,2,1,5/6/2020 12:44,1,,71761,FALSE,3,FALSE,22.5,764,29.2
46.0913,2,1,5/6/2020 12:45,1,,71763,FALSE,3,TRUE,22.5,765,29.2696
46.0043,2,1,5/6/2020 12:46,1,,71765,FALSE,3,TRUE,22.5,766,29.2783
45.8091,2,1,5/6/2020 12:47,1,,71767,FALSE,3,TRUE,22.5,767,29.3
45.75,2,1,5/6/2020 12:48,1,,71769,FALSE,3,TRUE,23.1731,768,29.3
45.5591,2,1,5/6/2020 12:49,1,,71771,FALSE,3,TRUE,23.2576,769,29.3045
45.4556,2,1,5/6/2020 12:50,1,,71773,FALSE,3,FALSE,23.3333,770,29.3148
45.3923,2,1,5/6/2020 12:51,1,,71775,FALSE,3,TRUE,23.3333,771,29.3038
45.3304,2,1,5/6/2020 12:52,1,,71777,FALSE,3,FALSE,23.3333,772,29.3043
45.1458,2,1,5/6/2020 12:53,1,,71779,FALSE,3,FALSE,23.3333,773,29.3458
45.1273,3,1,5/6/2020 12:54,1,,71781,FALSE,3,FALSE,23.3333,774,29.3636
45.1966,3,1,5/6/2020 12:55,1,,71783,FALSE,3,TRUE,23.3333,775,29.3966
45.1522,3,1,5/6/2020 12:56,1,,71785,FALSE,3,TRUE,23.3333,776,29.4
45.1292,3,1,5/6/2020 12:57,1,,71787,FALSE,3,TRUE,23.3333,777,29.4
45.013,3,1,5/6/2020 12:58,1,,71789,FALSE,3,TRUE,23.3333,778,29.4217
44.9364,3,1,5/6/2020 12:59,1,,71791,FALSE,3,TRUE,23.3333,779,29.45
44.7769,3,1,5/6/2020 13:00,1,,71793,FALSE,3,FALSE,23.3333,780,29.5038
44.8269,3,1,5/6/2020 13:01,1,,71795,FALSE,3,TRUE,23.3333,781,29.5038
44.8,3,1,5/6/2020 13:02,1,,71797,FALSE,3,TRUE,23.3333,782,29.5667
44.6467,3,1,5/6/2020 13:03,1,,71799,FALSE,3,TRUE,23.3333,783,29.6
44.4035,3,1,5/6/2020 13:05,1,,71801,FALSE,3,TRUE,23.3333,785,29.6621
44.2464,3,1,5/6/2020 13:06,1,,71803,FALSE,3,TRUE,23.3333,786,29.7321
44.1207,3,1,5/6/2020 13:07,1,,71805,FALSE,3,FALSE,23.3333,787,29.7517
44.1,3,1,5/6/2020 13:08,1,,71807,FALSE,3,TRUE,23.3333,788,29.7826
44.136,3,1,5/6/2020 13:09,1,,71809,FALSE,3,TRUE,23.3333,789,29.784
44.0318,3,1,5/6/2020 13:10,1,,71811,FALSE,3,TRUE,23.3333,790,29.8
43.9038,3,1,5/6/2020 13:11,1,,71813,FALSE,3,FALSE,23.3333,791,29.8
